Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.728,0.046,239.66,7.2,0.0,1.0,0.0
1.618,0.082,242.92,6.8,0.0,0.0,18.0
2.908,0.162,239.47,12.0,0.0,1.0,18.0
0.082,0.0,242.69,0.2,0.0,0.0,1.0
0.484,0.204,248.01,2.2,0.0,1.0,0.0
1.4,0.176,240.07,5.8,0.0,0.0,0.0
0.248,0.138,243.15,1.2,0.0,0.0,1.0
2.586,0.0,240.04,10.8,0.0,0.0,19.0
1.666,0.168,235.45,7.0,0.0,0.0,17.0
2.844,0.254,240.23,11.8,0.0,1.0,18.0
0.262,0.27,239.78,1.4,0.0,1.0,1.0
1.59,0.262,244.92,6.4,0.0,2.0,19.0
0.342,0.118,244.43,1.4,0.0,0.0,0.0
2.728,0.056,236.38,11.6,0.0,1.0,0.0
0.082,0.0,242.07,0.2,0.0,0.0,1.0
2.632,0.166,236.13,11.2,0.0,0.0,0.0
0.224,0.118,240.15,1.0,0.0,0.0,0.0
0.34,0.092,243.12,1.4,1.0,0.0,0.0
1.032,0.09,242.85,4.6,0.0,0.0,1.0
0.338,0.228,238.89,1.6,0.0,1.0,1.0
0.382,0.22,244.33,1.8,0.0,2.0,0.0
1.964,0.0,244.63,8.0,0.0,0.0,0.0
0.27,0.232,243.21,1.4,0.0,1.0,0.0
1.67,0.178,239.31,7.0,0.0,0.0,17.0
0.39,0.184,230.64,1.8,0.0,1.0,0.0
0.462,0.262,242.37,2.2,0.0,2.0,0.0
0.322,0.086,243.66,1.4,0.0,1.0,0.0
1.804,0.0,240.87,7.6,0.0,0.0,18.0
0.394,0.114,245.21,1.8,0.0,0.0,0.0
1.512,0.0,239.91,6.4,0.0,0.0,18.0
0.3,0.08,238.44,1.2,0.0,0.0,0.0
1.852,0.29,236.41,7.8,0.0,0.0,17.0
1.266,0.094,233.11,5.4,0.0,0.0,17.0
1.49,0.07,247.51,6.0,0.0,0.0,20.0
0.752,0.0,241.45,3.2,0.0,0.0,0.0
0.366,0.234,243.6,1.8,0.0,0.0,0.0
0.446,0.242,244.31,2.0,0.0,0.0,1.0
1.936,0.148,242.35,8.0,0.0,1.0,1.0
1.742,0.08,239.58,7.2,0.0,0.0,18.0
0.686,0.14,241.29,3.0,0.0,0.0,0.0
0.438,0.09,243.09,2.0,0.0,0.0,2.0
0.238,0.0,247.3,1.0,0.0,0.0,0.0
0.388,0.118,241.7,1.6,0.0,0.0,0.0
0.628,0.268,243.69,2.8,0.0,1.0,1.0
1.678,0.306,240.4,7.0,0.0,1.0,18.0
0.248,0.118,243.65,1.2,0.0,2.0,1.0
0.35,0.12,242.2,1.4,0.0,0.0,1.0
0.23,0.092,241.35,1.0,0.0,0.0,1.0
0.216,0.108,242.86,1.0,0.0,2.0,0.0
0.438,0.094,242.31,1.8,0.0,2.0,1.0
0.388,0.0,245.06,1.6,0.0,0.0,1.0
0.178,0.062,239.18,0.8,0.0,0.0,1.0
0.662,0.0,243.08,2.6,0.0,0.0,1.0
1.344,0.108,236.7,5.6,0.0,0.0,17.0
1.5,0.162,242.54,6.2,0.0,1.0,19.0
0.228,0.0,243.44,1.0,0.0,0.0,0.0
0.25,0.0,239.94,1.0,0.0,0.0,0.0
1.392,0.184,239.9,5.8,0.0,0.0,18.0
0.226,0.116,236.83,1.0,0.0,0.0,0.0
2.438,0.252,243.97,10.0,1.0,2.0,18.0
0.242,0.062,243.17,1.0,0.0,0.0,1.0
2.968,0.27,243.57,12.2,39.0,1.0,0.0
0.466,0.072,244.25,2.2,0.0,0.0,0.0
0.462,0.0,244.33,2.0,0.0,0.0,0.0
0.182,0.0,234.08,1.0,0.0,0.0,0.0
1.356,0.198,240.86,5.6,0.0,2.0,19.0
0.312,0.096,238.73,1.4,0.0,0.0,0.0
0.476,0.208,239.23,2.2,0.0,0.0,1.0
0.44,0.336,239.33,2.2,0.0,1.0,0.0
0.164,0.138,239.96,0.8,0.0,1.0,1.0
1.506,0.22,244.12,6.2,0.0,0.0,18.0
0.246,0.082,241.26,1.0,0.0,0.0,1.0
0.888,0.092,245.07,3.8,0.0,0.0,0.0
0.16,0.0,242.52,0.6,0.0,0.0,0.0
0.188,0.088,240.84,0.8,0.0,2.0,0.0
1.916,0.258,239.15,8.0,0.0,1.0,18.0
0.322,0.078,241.11,1.4,0.0,1.0,1.0
0.216,0.0,245.13,0.8,0.0,0.0,0.0
1.582,0.0,243.15,6.4,0.0,0.0,18.0
0.494,0.324,243.77,2.4,0.0,1.0,1.0
1.22,0.046,235.37,5.2,0.0,0.0,17.0
2.4,0.284,238.33,10.0,0.0,1.0,18.0
0.32,0.254,240.36,1.6,0.0,1.0,1.0
0.574,0.068,238.82,2.4,0.0,0.0,0.0
1.816,0.0,239.72,7.6,0.0,0.0,17.0
0.332,0.102,238.36,1.6,0.0,0.0,0.0
0.356,0.256,241.91,1.8,0.0,0.0,1.0
1.976,0.144,241.96,8.2,0.0,0.0,19.0
0.374,0.124,241.21,1.6,0.0,0.0,1.0
0.228,0.058,241.6,1.0,0.0,0.0,0.0
1.344,0.054,241.59,5.6,0.0,0.0,17.0
2.136,0.186,234.64,9.0,0.0,1.0,16.0
0.374,0.14,240.31,1.8,0.0,0.0,0.0
1.952,0.348,239.93,8.2,0.0,1.0,17.0
0.368,0.18,236.35,1.6,0.0,1.0,0.0
0.196,0.112,238.86,1.0,0.0,1.0,0.0
1.416,0.046,241.63,5.8,0.0,0.0,18.0
3.376,0.086,239.94,14.8,26.0,0.0,18.0
0.446,0.112,238.54,1.8,0.0,0.0,0.0
1.892,0.108,238.78,8.2,0.0,25.0,0.0
1.364,0.05,240.89,5.6,0.0,0.0,18.0
0.298,0.084,242.9,1.2,0.0,0.0,0.0
2.064,0.064,241.88,8.6,0.0,0.0,0.0
0.302,0.0,242.17,1.2,0.0,0.0,1.0
2.596,0.15,235.72,11.2,0.0,0.0,18.0
2.498,0.102,239.65,10.4,0.0,0.0,18.0
0.722,0.134,240.37,3.0,0.0,0.0,1.0
0.3,0.074,246.71,1.2,0.0,0.0,0.0
3.294,0.37,237.34,13.8,38.0,0.0,0.0
0.238,0.136,241.76,1.0,0.0,0.0,1.0
0.434,0.216,242.63,2.0,0.0,0.0,1.0
1.758,0.0,238.0,7.4,0.0,3.0,18.0
0.242,0.0,245.8,1.0,0.0,0.0,0.0
1.598,0.226,242.75,6.6,1.0,0.0,18.0
0.316,0.094,242.04,1.4,0.0,0.0,0.0
2.204,0.4,237.88,9.4,0.0,1.0,1.0
0.35,0.094,241.43,1.4,0.0,0.0,0.0
1.634,0.266,240.19,6.8,0.0,1.0,18.0
0.564,0.06,240.03,2.4,0.0,0.0,0.0
3.378,0.478,236.29,14.4,0.0,0.0,28.0
0.346,0.192,241.29,1.6,0.0,0.0,1.0
1.866,0.082,238.97,7.8,0.0,1.0,18.0
1.328,0.076,233.72,5.6,0.0,0.0,17.0
0.79,0.122,239.84,3.4,1.0,1.0,0.0
0.198,0.092,240.5,0.8,0.0,2.0,1.0
0.254,0.058,243.54,1.0,0.0,0.0,0.0
0.204,0.082,238.49,1.0,0.0,0.0,0.0
1.77,0.234,243.75,7.4,0.0,1.0,10.0
0.702,0.106,240.86,3.0,0.0,1.0,0.0
0.156,0.0,241.29,0.6,0.0,0.0,1.0
1.03,0.222,242.87,4.2,0.0,2.0,0.0
2.36,0.214,241.13,9.8,0.0,0.0,18.0
1.408,0.1,241.32,5.8,0.0,2.0,18.0
3.316,0.074,238.7,13.8,1.0,0.0,17.0
2.6,0.118,243.76,10.6,0.0,38.0,0.0
0.14,0.0,244.2,0.6,0.0,0.0,0.0
0.39,0.236,236.81,1.8,0.0,2.0,0.0
0.338,0.11,240.08,1.4,0.0,0.0,0.0
1.65,0.0,240.82,7.0,0.0,19.0,0.0
1.664,0.174,241.47,7.0,0.0,0.0,18.0
0.312,0.134,240.68,1.4,0.0,0.0,1.0
2.748,0.228,236.66,11.6,0.0,0.0,0.0
1.35,0.188,242.09,5.6,0.0,0.0,19.0
0.278,0.0,242.28,1.2,0.0,0.0,0.0
1.584,0.142,241.75,6.6,2.0,0.0,18.0
0.384,0.134,247.42,1.6,0.0,2.0,1.0
0.484,0.0,241.71,2.0,0.0,0.0,0.0
0.318,0.082,237.23,1.4,0.0,0.0,0.0
1.4,0.102,239.1,5.8,0.0,0.0,18.0
0.416,0.21,245.39,1.8,0.0,0.0,0.0
0.55,0.208,241.39,2.4,0.0,0.0,0.0
0.32,0.13,244.47,1.4,0.0,0.0,0.0
1.962,0.1,242.55,8.0,0.0,0.0,0.0
0.298,0.218,235.69,1.6,0.0,0.0,0.0
1.83,0.086,242.52,7.4,0.0,1.0,19.0
0.564,0.218,234.95,2.6,0.0,1.0,0.0
1.382,0.0,240.65,5.6,0.0,0.0,18.0
2.968,0.11,236.61,12.6,0.0,0.0,17.0
0.166,0.138,239.9,0.8,0.0,1.0,1.0
1.286,0.088,241.09,5.2,0.0,0.0,18.0
4.328,0.19,234.63,18.4,0.0,0.0,17.0
1.402,0.278,239.2,6.0,0.0,5.0,0.0
0.884,0.64,236.28,4.6,0.0,1.0,0.0
2.448,0.2,239.83,10.2,0.0,1.0,18.0
1.248,0.374,238.35,5.4,0.0,0.0,12.0
0.314,0.05,241.37,1.2,0.0,1.0,1.0
5.128,0.706,235.45,22.0,1.0,52.0,0.0
7.656,0.108,230.68,33.2,0.0,36.0,16.0
0.398,0.0,243.0,1.6,0.0,0.0,0.0
1.554,0.214,239.9,6.4,0.0,2.0,17.0
0.228,0.234,238.46,1.2,0.0,1.0,1.0
4.208,0.216,237.96,17.6,37.0,2.0,18.0
0.174,0.0,239.96,0.8,0.0,0.0,1.0
0.392,0.212,245.34,1.8,0.0,1.0,0.0
0.16,0.126,242.68,0.8,0.0,0.0,1.0
0.154,0.0,240.92,0.6,0.0,0.0,1.0
0.278,0.202,239.75,1.4,0.0,1.0,0.0
1.814,0.0,241.03,8.0,0.0,0.0,19.0
0.368,0.08,243.89,1.6,0.0,0.0,0.0
1.42,0.0,245.51,5.8,0.0,0.0,19.0
0.224,0.054,240.59,1.2,0.0,0.0,0.0
4.926,0.114,236.87,20.8,38.0,0.0,17.0
1.836,0.0,239.58,7.6,0.0,0.0,18.0
0.284,0.0,239.32,1.2,0.0,0.0,0.0
1.93,0.052,238.53,8.0,0.0,0.0,18.0
0.352,0.112,244.61,1.4,0.0,0.0,0.0
1.374,0.116,234.13,5.8,1.0,0.0,17.0
0.466,0.348,243.6,2.4,0.0,2.0,0.0
1.704,0.2,241.09,7.0,1.0,0.0,18.0
1.048,0.196,245.16,4.2,0.0,0.0,0.0
0.39,0.232,243.17,2.0,0.0,0.0,0.0
1.436,0.09,240.99,5.8,0.0,0.0,1.0
1.12,0.294,245.49,5.0,0.0,9.0,0.0
0.422,0.236,241.45,2.0,0.0,1.0,0.0
2.064,0.064,241.12,8.4,0.0,0.0,19.0
2.924,0.0,240.64,12.0,0.0,0.0,18.0
4.692,0.592,238.96,20.0,47.0,0.0,18.0
0.326,0.074,247.5,1.4,0.0,1.0,1.0
0.506,0.0,241.9,2.0,0.0,2.0,1.0
1.388,0.054,236.21,5.8,0.0,0.0,17.0
0.324,0.08,244.07,1.4,0.0,1.0,0.0
0.112,0.0,242.76,0.6,0.0,0.0,0.0
0.316,0.0,244.29,1.4,0.0,0.0,1.0
1.464,0.126,244.86,6.0,0.0,0.0,19.0
1.61,0.078,239.72,6.8,0.0,0.0,18.0
0.25,0.0,243.78,1.0,0.0,0.0,1.0
1.474,0.102,240.77,6.0,0.0,0.0,19.0
0.3,0.248,244.85,1.6,0.0,2.0,1.0
4.764,0.0,235.69,20.2,0.0,38.0,17.0
1.446,0.118,240.66,6.0,0.0,0.0,19.0
0.3,0.084,243.38,1.2,0.0,0.0,1.0
1.726,0.132,240.78,7.2,0.0,0.0,17.0
1.372,0.22,243.76,5.8,0.0,0.0,0.0
0.604,0.22,242.24,2.6,0.0,0.0,1.0
1.344,0.0,238.83,5.6,0.0,1.0,17.0
0.408,0.252,242.39,2.0,0.0,0.0,0.0
0.168,0.142,241.95,0.8,0.0,1.0,1.0
0.202,0.09,240.76,1.0,0.0,0.0,0.0
0.3,0.0,242.06,1.4,0.0,0.0,1.0
0.228,0.0,243.24,1.0,0.0,0.0,0.0
1.248,0.0,238.29,5.2,0.0,0.0,18.0
0.454,0.24,243.47,2.2,0.0,1.0,0.0
1.174,0.0,239.16,4.8,0.0,0.0,19.0
3.316,0.08,233.7,14.2,0.0,0.0,17.0
0.22,0.098,241.31,1.0,0.0,2.0,1.0
0.218,0.0,240.95,1.0,0.0,0.0,0.0
1.982,0.41,239.48,8.4,0.0,2.0,18.0
0.138,0.0,240.41,0.6,0.0,0.0,1.0
0.2,0.1,242.48,1.0,0.0,0.0,0.0
0.252,0.0,242.72,1.0,0.0,0.0,0.0
1.684,0.068,238.87,7.0,0.0,0.0,18.0
0.28,0.0,242.54,1.2,0.0,0.0,0.0
0.182,0.15,239.9,0.8,0.0,0.0,0.0
0.258,0.0,239.8,1.0,0.0,0.0,0.0
2.242,0.062,239.6,9.4,0.0,0.0,17.0
0.224,0.118,242.75,1.0,0.0,0.0,0.0
2.316,0.0,243.89,9.4,0.0,0.0,19.0
1.302,0.0,241.98,5.4,0.0,0.0,18.0
1.364,0.0,245.36,5.4,0.0,0.0,19.0
1.366,0.062,243.35,5.6,0.0,0.0,18.0
0.146,0.0,237.36,0.6,0.0,0.0,0.0
0.458,0.212,243.15,2.2,0.0,0.0,1.0
0.3,0.216,240.49,1.4,0.0,1.0,1.0
0.27,0.1,246.06,1.2,0.0,0.0,1.0
0.328,0.116,245.05,1.4,0.0,0.0,1.0
0.348,0.122,240.24,1.6,0.0,1.0,1.0
0.284,0.208,241.0,1.4,0.0,1.0,1.0
1.414,0.104,240.64,6.2,0.0,14.0,1.0
1.452,0.106,241.3,6.0,1.0,0.0,18.0
1.398,0.074,245.48,5.6,0.0,1.0,0.0
0.394,0.11,242.51,1.8,0.0,0.0,0.0
0.324,0.11,242.48,1.4,0.0,2.0,1.0
0.392,0.162,244.93,1.8,0.0,0.0,0.0
0.216,0.0,242.85,0.8,0.0,0.0,0.0
0.654,0.19,241.02,2.8,0.0,0.0,0.0
0.228,0.108,243.72,1.0,0.0,0.0,0.0
1.468,0.246,242.08,6.0,0.0,2.0,18.0
0.252,0.108,240.18,1.2,0.0,0.0,1.0
0.176,0.09,234.18,0.8,0.0,0.0,0.0
1.31,0.0,243.02,5.4,0.0,0.0,0.0
2.164,0.232,237.33,9.2,0.0,1.0,0.0
2.538,0.498,236.85,10.8,1.0,2.0,18.0
0.388,0.158,243.77,1.6,0.0,0.0,1.0
0.756,0.27,239.96,3.2,1.0,0.0,0.0
2.398,0.062,235.14,11.2,22.0,0.0,17.0
1.208,0.0,239.58,5.0,0.0,0.0,18.0
2.992,0.268,240.34,13.2,15.0,0.0,18.0
1.018,0.054,235.65,4.4,0.0,0.0,0.0
1.336,0.232,236.42,5.6,0.0,1.0,0.0
1.348,0.058,239.94,5.6,0.0,2.0,18.0
0.142,0.0,241.4,0.6,0.0,0.0,0.0
0.232,0.124,235.97,1.2,0.0,1.0,0.0
0.16,0.0,241.59,0.8,0.0,0.0,0.0
1.486,0.094,240.72,6.2,0.0,0.0,18.0
6.732,0.162,229.93,29.2,0.0,69.0,17.0
2.056,0.086,235.94,8.8,0.0,0.0,17.0
1.272,0.046,238.62,5.2,0.0,0.0,18.0
0.386,0.19,240.22,1.8,0.0,0.0,0.0
1.638,0.314,239.89,7.0,0.0,2.0,19.0
0.23,0.0,247.63,1.0,0.0,0.0,0.0
0.23,0.074,239.77,1.0,0.0,0.0,0.0
1.43,0.0,237.19,6.0,0.0,1.0,17.0
0.37,0.076,242.3,1.6,0.0,0.0,0.0
1.53,0.182,240.76,6.4,0.0,0.0,18.0
0.512,0.0,241.21,2.2,0.0,0.0,0.0
0.302,0.116,242.34,1.4,0.0,2.0,0.0
3.742,0.104,234.26,16.0,0.0,1.0,17.0
1.152,0.0,236.87,4.8,0.0,0.0,17.0
3.398,0.298,239.32,14.6,0.0,29.0,17.0
0.33,0.236,241.76,1.6,0.0,0.0,0.0
0.284,0.164,241.8,1.4,0.0,0.0,0.0
1.152,0.128,245.98,6.4,0.0,0.0,0.0
1.74,0.082,235.83,7.4,0.0,0.0,17.0
1.362,0.094,240.52,5.6,0.0,1.0,18.0
0.232,0.0,243.93,1.0,0.0,0.0,0.0
0.402,0.354,244.35,2.2,0.0,1.0,0.0
0.262,0.222,236.08,1.4,0.0,0.0,0.0
1.218,0.0,242.18,5.0,0.0,0.0,19.0
0.318,0.122,240.95,1.4,0.0,0.0,0.0
0.252,0.118,243.28,1.2,0.0,0.0,1.0
1.614,0.0,242.56,6.6,0.0,0.0,19.0
0.402,0.068,243.66,1.8,0.0,0.0,0.0
0.368,0.0,241.03,1.6,0.0,0.0,0.0
0.402,0.202,241.68,2.0,0.0,2.0,0.0
2.162,0.128,237.3,9.2,0.0,0.0,0.0
0.516,0.06,242.12,2.4,0.0,0.0,1.0
0.678,0.0,239.26,2.8,0.0,0.0,0.0
0.308,0.062,240.29,1.2,0.0,0.0,0.0
2.04,0.196,239.36,8.6,1.0,0.0,18.0
2.498,0.214,240.43,11.4,18.0,0.0,18.0
0.172,0.0,244.24,0.8,0.0,0.0,0.0
1.338,0.1,241.77,5.4,0.0,2.0,18.0
0.37,0.264,243.12,1.8,0.0,0.0,1.0
0.554,0.14,243.26,2.4,0.0,0.0,1.0
0.224,0.0,244.74,1.0,0.0,0.0,0.0
0.236,0.0,243.15,1.0,0.0,0.0,0.0
0.656,0.532,240.05,3.6,0.0,2.0,0.0
0.238,0.116,239.71,1.0,0.0,0.0,0.0
1.444,0.25,241.13,6.0,0.0,0.0,17.0
0.538,0.212,241.02,2.4,0.0,0.0,0.0
2.986,0.308,239.17,12.4,0.0,2.0,18.0
0.576,0.204,239.97,2.8,0.0,2.0,0.0
0.972,0.176,241.64,4.0,0.0,1.0,1.0
0.34,0.106,239.01,1.4,0.0,0.0,1.0
1.384,0.176,236.83,5.8,0.0,1.0,17.0
1.286,0.058,241.08,5.2,0.0,0.0,17.0
2.176,0.086,239.91,9.0,0.0,0.0,18.0
0.272,0.0,242.63,1.2,0.0,0.0,1.0
2.786,0.11,234.78,11.8,0.0,0.0,17.0
2.048,0.066,238.46,8.6,0.0,0.0,18.0
1.324,0.08,235.54,5.6,0.0,0.0,17.0
3.21,0.092,238.3,13.4,1.0,0.0,29.0
1.344,0.072,241.1,5.6,0.0,0.0,18.0
1.406,0.054,239.94,5.8,0.0,1.0,18.0
1.714,0.288,242.42,7.0,0.0,5.0,19.0
1.8,0.162,241.77,7.6,0.0,0.0,17.0
1.324,0.216,241.51,5.6,0.0,1.0,11.0
0.258,0.086,242.98,1.2,0.0,0.0,1.0
1.488,0.062,242.34,6.0,0.0,0.0,18.0
0.324,0.222,239.11,1.6,0.0,0.0,1.0
0.302,0.08,240.43,1.2,0.0,0.0,0.0
2.23,0.068,240.36,9.2,0.0,0.0,18.0
4.226,0.13,238.36,18.0,7.0,0.0,18.0
1.444,0.172,238.32,6.0,0.0,0.0,18.0
0.318,0.0,245.11,1.4,0.0,0.0,1.0
0.524,0.082,243.0,2.4,0.0,0.0,0.0
1.39,0.142,239.71,5.8,0.0,2.0,19.0
0.172,0.076,236.01,0.8,0.0,1.0,0.0
0.3,0.0,249.65,1.4,0.0,0.0,1.0
0.452,0.138,243.63,2.2,0.0,0.0,0.0
0.262,0.14,243.16,1.2,0.0,0.0,1.0
1.364,0.0,239.71,5.6,0.0,0.0,18.0
0.306,0.0,241.93,1.4,0.0,0.0,1.0
1.17,0.356,237.17,5.0,0.0,1.0,0.0
0.08,0.0,240.37,0.2,0.0,0.0,1.0
0.102,0.0,236.22,0.4,0.0,0.0,0.0
3.69,0.376,237.12,15.6,0.0,0.0,18.0
1.042,0.354,236.92,5.4,0.0,0.0,1.0
1.19,0.226,239.05,5.0,0.0,0.0,0.0
0.15,0.0,240.64,0.6,0.0,0.0,0.0
1.688,0.078,246.88,6.8,0.0,0.0,0.0
0.868,0.304,243.05,3.8,1.0,0.0,1.0
0.164,0.0,242.07,0.8,0.0,0.0,1.0
0.984,0.118,240.78,4.0,0.0,0.0,12.0
0.334,0.05,242.74,1.4,0.0,0.0,1.0
2.088,0.272,239.25,8.8,1.0,2.0,18.0
0.298,0.098,243.44,1.2,0.0,0.0,0.0
0.178,0.056,239.11,0.8,0.0,0.0,0.0
0.364,0.198,241.69,1.6,0.0,2.0,0.0
0.352,0.214,242.42,1.8,0.0,0.0,1.0
0.342,0.098,249.74,1.4,0.0,2.0,1.0
1.372,0.094,239.23,5.6,0.0,0.0,17.0
0.392,0.236,245.79,1.8,0.0,0.0,0.0
1.452,0.082,249.5,5.8,0.0,0.0,20.0
1.448,0.102,241.05,6.0,1.0,1.0,18.0
0.308,0.072,242.82,1.2,0.0,0.0,0.0
2.52,0.43,240.43,11.4,1.0,19.0,12.0
1.03,0.132,242.0,4.2,0.0,0.0,13.0
0.308,0.11,238.82,1.4,0.0,0.0,0.0
6.44,0.3,238.22,27.2,17.0,75.0,1.0
0.476,0.174,248.05,2.2,0.0,1.0,0.0
1.226,0.518,241.09,5.6,0.0,0.0,13.0
0.29,0.138,241.78,1.4,0.0,0.0,0.0
1.202,0.0,240.44,5.0,0.0,0.0,18.0
0.952,0.0,242.15,4.2,0.0,0.0,0.0
0.396,0.324,241.38,2.2,0.0,1.0,0.0
0.364,0.24,248.53,1.8,0.0,0.0,1.0
0.488,0.092,241.21,2.2,0.0,0.0,0.0
0.252,0.116,240.07,1.2,0.0,0.0,0.0
1.512,0.092,240.0,6.2,0.0,0.0,19.0
1.386,0.068,243.84,5.6,0.0,2.0,18.0
2.14,0.32,238.3,9.0,0.0,1.0,18.0
1.914,0.196,239.69,8.0,0.0,0.0,18.0
4.23,0.292,234.09,18.0,0.0,0.0,17.0
1.36,0.048,241.16,5.6,0.0,0.0,18.0
1.0,0.41,246.86,4.4,0.0,2.0,11.0
0.302,0.172,241.06,1.6,0.0,0.0,0.0
0.742,0.072,243.28,3.0,0.0,1.0,1.0
0.476,0.056,241.49,2.0,1.0,0.0,1.0
1.522,0.066,241.12,6.2,0.0,0.0,0.0
1.342,0.096,235.85,5.6,2.0,2.0,17.0
1.59,0.128,243.63,6.4,0.0,0.0,18.0
2.624,0.46,240.56,11.0,0.0,1.0,30.0
2.792,0.156,239.91,11.6,1.0,0.0,18.0
1.516,0.19,237.03,6.4,0.0,0.0,0.0
4.694,0.136,236.18,19.8,38.0,1.0,18.0
0.342,0.186,242.01,1.6,0.0,1.0,0.0
0.416,0.184,238.76,2.0,0.0,1.0,0.0
0.25,0.0,241.43,1.0,0.0,0.0,1.0
0.216,0.096,238.59,1.0,0.0,0.0,0.0
0.294,0.1,239.03,1.2,0.0,0.0,0.0
0.258,0.154,243.68,1.2,0.0,0.0,0.0
1.832,0.194,238.05,7.6,0.0,1.0,17.0
1.528,0.076,243.2,6.2,0.0,0.0,19.0
6.252,0.292,233.45,26.8,2.0,36.0,17.0
2.092,0.18,240.37,8.6,0.0,1.0,29.0
0.334,0.072,243.21,1.4,0.0,1.0,1.0
0.254,0.0,246.09,1.0,0.0,0.0,1.0
0.474,0.268,247.18,2.2,0.0,1.0,1.0
1.832,0.334,237.55,9.0,0.0,2.0,0.0
2.678,0.102,236.67,11.2,0.0,0.0,18.0
1.592,0.076,231.7,6.8,0.0,2.0,17.0
0.42,0.114,239.47,2.0,0.0,0.0,1.0
0.222,0.0,239.45,0.8,0.0,0.0,1.0
1.468,0.118,243.87,6.0,0.0,0.0,19.0
0.412,0.1,244.97,1.6,0.0,0.0,1.0
2.538,0.0,246.77,10.2,0.0,19.0,18.0
1.32,0.118,241.76,5.4,0.0,0.0,18.0
0.136,0.0,236.26,0.6,0.0,0.0,1.0
0.262,0.0,242.62,1.2,0.0,0.0,0.0
1.564,0.216,242.41,6.4,0.0,1.0,19.0
0.828,0.0,240.25,3.4,0.0,0.0,1.0
0.212,0.0,240.87,1.0,0.0,0.0,0.0
0.222,0.0,238.15,1.0,0.0,0.0,0.0
0.278,0.0,248.87,1.2,0.0,0.0,1.0
0.296,0.0,248.28,1.2,0.0,0.0,0.0
0.594,0.246,245.75,2.6,0.0,1.0,1.0
2.346,0.208,239.42,9.8,1.0,0.0,0.0
1.516,0.1,243.1,6.2,0.0,1.0,18.0
1.638,0.0,238.77,7.0,0.0,0.0,3.0
1.394,0.098,238.56,5.8,0.0,0.0,18.0
2.138,0.0,238.1,9.0,0.0,0.0,0.0
0.448,0.406,239.06,2.4,0.0,1.0,1.0
1.79,0.0,241.31,7.4,0.0,0.0,0.0
1.674,0.088,239.97,7.0,0.0,0.0,19.0
0.41,0.21,239.31,1.8,0.0,0.0,1.0
0.394,0.066,237.16,1.8,0.0,0.0,0.0
2.326,0.366,237.55,10.6,0.0,28.0,1.0
0.348,0.116,242.2,1.4,0.0,0.0,0.0
3.286,0.12,239.57,13.6,0.0,0.0,19.0
0.264,0.228,241.86,1.4,0.0,1.0,0.0
1.298,0.33,241.25,5.4,0.0,1.0,1.0
0.346,0.062,246.29,1.4,0.0,0.0,0.0
0.708,0.086,238.9,3.0,0.0,0.0,0.0
1.498,0.222,241.09,6.2,0.0,0.0,19.0
0.278,0.09,240.67,1.2,0.0,0.0,0.0
0.49,0.12,236.14,2.0,0.0,0.0,0.0
0.264,0.0,244.67,1.2,0.0,0.0,0.0
1.506,0.124,243.54,6.2,0.0,0.0,18.0
1.934,0.346,240.14,8.2,1.0,2.0,19.0
0.25,0.118,241.49,1.2,0.0,0.0,0.0
0.224,0.0,243.17,1.0,0.0,0.0,0.0
0.534,0.218,239.64,2.4,0.0,1.0,1.0
0.314,0.118,241.71,1.4,0.0,0.0,1.0
2.366,0.328,237.89,10.8,32.0,1.0,1.0
1.386,0.144,236.19,5.8,0.0,0.0,17.0
0.224,0.0,243.38,0.8,0.0,0.0,1.0
0.666,0.134,243.72,2.8,0.0,0.0,0.0
0.392,0.204,241.97,1.8,0.0,0.0,0.0
0.268,0.0,241.35,1.2,0.0,0.0,0.0
0.808,0.24,238.47,3.6,0.0,2.0,10.0
4.336,0.092,241.49,18.0,0.0,1.0,19.0
1.524,0.21,234.96,6.6,0.0,2.0,17.0
0.216,0.0,242.61,1.0,0.0,0.0,0.0
6.656,0.436,237.12,28.0,37.0,0.0,18.0
0.4,0.332,239.63,2.2,0.0,1.0,0.0
0.316,0.096,237.74,1.6,0.0,0.0,0.0
0.41,0.232,245.93,2.0,0.0,0.0,0.0
3.778,0.164,240.61,15.6,38.0,1.0,18.0
1.612,0.06,241.06,6.6,0.0,0.0,19.0
0.504,0.0,242.97,2.0,0.0,1.0,0.0
0.204,0.104,243.52,1.0,0.0,0.0,0.0
0.272,0.126,240.55,1.2,0.0,0.0,1.0
0.918,0.0,244.34,3.8,0.0,1.0,0.0
1.124,0.064,237.15,4.6,1.0,0.0,0.0
0.298,0.086,248.38,1.2,0.0,0.0,0.0
0.298,0.194,237.78,1.4,0.0,0.0,0.0
0.358,0.204,242.37,1.6,0.0,2.0,0.0
0.374,0.0,241.93,1.6,0.0,0.0,0.0
1.22,0.0,235.88,5.2,1.0,0.0,0.0
1.35,0.0,244.89,5.4,0.0,0.0,19.0
1.62,0.078,240.3,6.8,0.0,1.0,18.0
0.136,0.0,240.34,0.6,0.0,0.0,1.0
1.186,0.0,236.64,5.0,0.0,0.0,18.0
0.436,0.0,239.09,1.8,0.0,0.0,0.0
0.236,0.104,239.43,1.0,0.0,2.0,0.0
3.834,0.168,241.02,15.8,0.0,37.0,18.0
0.318,0.13,240.91,1.4,0.0,0.0,1.0
